0.505034014,266.715
0.510839002,259.221
0.516643991,252.103
0.522448980,245.159
0.528253968,236.197
0.534058957,233.761
0.539863946,231.218
0.545668934,227.698
0.551473923,222.186
0.557278912,217.954
0.563083900,0
0.568888889,0
0.574693878,0
0.580498866,0
0.586303855,0
0.592108844,0
0.597913832,0
0.603718821,0
0.609523810,0
0.615328798,0
0.621133787,0
0.626938776,0
0.632743764,0
0.638548753,0
0.644353741,0
0.650158730,0
0.655963719,0
0.661768707,0
0.667573696,0
0.673378685,0
0.679183673,0
0.684988662,0
0.690793651,0
0.696598639,0
0.702403628,0
0.708208617,0
0.714013605,0
0.719818594,0
0.725623583,0
0.731428571,0
0.737233560,0
0.743038549,0
0.748843537,0
0.754648526,0
0.760453515,0
0.766258503,213.062
0.772063492,209.761
0.777868481,207.039
0.783673469,202.574
0.789478458,201.244
0.795283447,197.576
0.801088435,0
0.806893424,0
0.812698413,0
0.818503401,0
0.824308390,0
0.830113379,0
0.835918367,0
0.841723356,0
0.847528345,0
0.853333333,0
0.859138322,0
0.864943311,0
0.870748299,0
0.876553288,0
0.882358277,0
0.888163265,0
0.893968254,0
0.899773243,0
0.905578231,0
0.911383220,0
0.917188209,0
0.922993197,0
0.928798186,0
0.934603175,0
0.940408163,0
0.946213152,0
0.952018141,0
0.957823129,0
0.963628118,0
0.969433107,0
0.975238095,0
0.981043084,0
0.986848073,213.016
0.992653061,211.495
0.998458050,210.178
1.004263039,209.505
1.010068027,210.781
1.015873016,213.144
1.021678005,215.721
1.027482993,216.717
1.033287982,217.27
1.039092971,217.78
1.044897959,218.688
1.050702948,219.557
1.056507937,220.093
1.062312925,220.219
1.068117914,220.036
1.073922902,219.834
1.079727891,219.72
1.085532880,220.465
1.091337868,221.228
1.097142857,221.884
1.102947846,222.612
1.108752834,222.755
1.114557823,222.916
1.120362812,223.054
1.126167800,222.109
1.131972789,221.558
1.137777778,221.293
1.143582766,221.152
1.149387755,221.245
1.155192744,220.035
1.160997732,219.259
1.166802721,218.167
1.172607710,217.527
1.178412698,216.098
1.184217687,213.449
1.190022676,210.583
1.195827664,207.442
1.201632653,205.977
1.207437642,202.288
1.213242630,199.998
1.219047619,198.77
1.224852608,197.752
1.230657596,196.33
1.236462585,195.138
1.242267574,194.116
1.248072562,192.232
1.253877551,190.6
1.259682540,189.371
1.265487528,188.285
1.271292517,187.021
1.277097506,185.947
1.282902494,184.986
1.288707483,183.657
1.294512472,181.86
1.300317460,180.157
1.306122449,178.612
1.311927438,177.217
1.317732426,175.85
1.323537415,174.857
1.329342404,174.279
1.335147392,174.073
1.340952381,174.276
1.346757370,174.867
1.352562358,175.575
1.358367347,175.94
1.364172336,175.987
1.369977324,175.366
1.375782313,174.635
1.381587302,174.105
1.387392290,173.744
1.393197279,173.646
1.399002268,173.834
1.404807256,174.694
1.410612245,176.653
1.416417234,179.67
1.422222222,182.466
1.428027211,185.266
1.433832200,185.857
1.439637188,183.321
1.445442177,180.83
1.451247166,175.323
1.457052154,173
1.462857143,0
1.468662132,0
1.474467120,0
1.480272109,0
1.486077098,0
